row_ID,final_price
35279,188.9702
35280,6464.182
35281,2760.842
35282,2039.9497
35283,7157.9727
35284,-321.77008
35285,7943.7134
35286,5123.742
35287,7309.163
35288,664.32465
35289,7399.907
35290,9386.265
35291,4557.5825
35292,2105.626
35293,234.75693
35294,5133.1094
35295,447.4293
35296,3923.5347
35297,4932.31
35298,4483.181
35299,5460.6816
35300,4127.416
35301,1896.7812
35302,3423.2358
35303,3765.7996
35304,6703.772
35305,15828.141
35306,331.88852
35307,5355.221
35308,5127.416
35309,4403.998
35310,5985.5884
35311,8084.303
35312,4997.5503
35313,4188.459
35314,2972.9285
35315,4706.2515
35316,10073.146
35317,2689.5232
35318,3747.425
35319,5303.756
35320,2352.4412
35321,479.97678
35322,2140.346
35323,2606.836
35324,1087.995
35325,6685.5625
35326,10164.145
35327,4041.3196
35328,133.98195
35329,2625.2615
35330,3390.7432
35331,3676.253
35332,119.01688
35333,2869.5894
35334,2502.6965
35335,224.82565
35336,418.09705
35337,9015.403
35338,6460.253
35339,6653.5044
35340,6762.855
35341,2579.903
35342,7061.9077
35343,177.47574
35344,3904.256
35345,213.10202
35346,4734.604
35347,10830.613
35348,2205.6023
35349,1028.1348
35350,1891.7938
35351,6210.7427
35352,4008.328
35353,1543.9788
35354,3048.3013
35355,2417.5706
35356,2581.0012
35357,2427.8633
35358,3352.861
35359,5677.13
35360,10768.378
35361,12943.7295
35362,5906.671
35363,5119.2944
35364,6457.704
35365,1911.8016
35366,3237.5833
35367,5934.723
35368,3519.393
35369,3405.504
35370,6035.892
35371,3118.2224
35372,23427.777
35373,2882.636
35374,10704.206
35375,2909.4028
35376,13988.071
35377,5583.5073
35378,2265.1995
35379,1905.5319
35380,14848.705
35381,4918.9614
35382,3240.9944
35383,10393.83
35384,4296.8926
35385,4164.362
35386,1712.0759
35387,10113.304
35388,5233.779
35389,219.33014
35390,3542.674
35391,2735.6528
35392,3411.935
35393,6802.088
35394,18940.865
35395,5749.064
35396,1023.8799
35397,1774.1283
35398,2592.3406
35399,6768.9404
35400,-98.97598
35401,3464.8699
35402,12221.814
35403,6466.849
35404,9296.6045
35405,4195.86
35406,5045.3906
35407,1974.5768
35408,4947.4424
35409,3979.5864
35410,10171.672
35411,6319.369
35412,2221.9658
35413,4676.554
35414,1501.5237
35415,15850.632
35416,10640.19
35417,5503.88
35418,4552.8496
35419,13810.445
35420,109.3818
35421,6140.9004
35422,4240.777
35423,4722.8
35424,3191.351
35425,14898.783
35426,5519.3584
35427,139.43198
35428,4568.8174
35429,2768.796
35430,8010.573
35431,2869.5894
35432,959.7383
35433,2049.254
35434,9097.402
35435,7020.0728
35436,2.83255
35437,5879.2188
35438,6117.957
35439,2869.5894
35440,443.31857
35441,2869.5894
35442,12020.963
35443,3944.686
35444,4875.7783
35445,7902.446
35446,15542.633
35447,3373.526
35448,1662.5271
35449,2441.0088
35450,1371.813
35451,4511.1973
35452,949.41736
35453,1857.9407
35454,1152.6318
35455,6306.324
35456,2038.6337
35457,4170.211
35458,4276.9365
35459,3260.3684
35460,6471.4272
35461,8163.9175
35462,7636.5054
35463,230.08252
35464,2130.325
35465,7625.661
35466,1803.3096
35467,202.27176
35468,398.86337
35469,4744.119
35470,8736.72
35471,2675.633
35472,3226.0496
35473,4019.8113
35474,2995.181
35475,9194.343
35476,4967.9463
35477,6943.367
35478,3464.8699
35479,6929.8823
35480,3846.359
35481,5330.0034
35482,22823.906
35483,4843.386
35484,16057.57
35485,1620.2977
35486,3017.9314
35487,6448.942
35488,15205.387
35489,5121.2554
35490,1192.9946
35491,5157.8413
35492,4419.345
35493,21606.047
35494,10806.043
35495,396.4037
35496,3625.2168
35497,1162.3268
35498,8493.042
35499,1536.1427
35500,5051.414
35501,3736.4111
35502,18503.074
35503,5543.5405
35504,4157.76
35505,5629.9023
35506,212.65836
35507,5523.299
35508,7778.0215
35509,5414.5405
35510,12716.156
35511,7542.295
35512,11931.328
35513,185.19836
35514,4902.868
35515,4852.626
35516,12832.418
35517,5410.7993
35518,10665.193
35519,6360.807
35520,2963.7815
35521,2183.229
35522,5378.621
35523,9715.342
35524,5329.709
35525,2875.9683
35526,3309.258
35527,8918.77
35528,7505.674
35529,8986.436
35530,1829.5991
35531,10995.125
35532,5756.0117
35533,9275.904
35534,227.81287
35535,2745.427
35536,7988.579
35537,1395.3763
35538,6897.5176
35539,1902.2294
35540,8952.211
35541,5560.3096
35542,12471.801
35543,7971.2197
35544,2757.6697
35545,8204.816
35546,6397.246
35547,8777.621
35548,6866.085
35549,808.7481
35550,3885.1436
35551,158.2801
35552,1081.4172
35553,5074.23
35554,7203.329
35555,5185.6
35556,1826.262
35557,20648.977
35558,11525.877
35559,7890.087
35560,3286.8684
35561,5398.41
35562,4365.1465
35563,7336.494
35564,10918.572
35565,252.46892
35566,10470.17
35567,3045.719
35568,1152.177
35569,7238.546
35570,1245.7878
35571,2978.0635
35572,5171.3174
35573,2969.2168
35574,5876.5454
35575,3362.5796
35576,6296.7183
35577,9814.935
35578,14697.012
35579,5488.293
35580,2492.5073
35581,5789.549
35582,5226.898
35583,12165.814
35584,5696.4165
35585,7559.8867
35586,1224.6003
35587,3548.091
35588,13482.402
35589,232.78426
35590,7216.4043
35591,12792.626
35592,15768.858
35593,4958.7603
35594,6637.149
35595,1626.5242
35596,8584.669
35597,139.65282
35598,12250.631
35599,4843.036
35600,112.38478
35601,4790.754
35602,2979.5244
35603,185.4863
35604,50277.18
35605,3125.5134
35606,4138.6934
35607,13385.7295
35608,1107.749
35609,5752.177
35610,13275.701
35611,1866.0574
35612,1828.9954
35613,4008.416
35614,6855.124
35615,5332.105
35616,14979.533
35617,228.20844
35618,338.66388
35619,338.74353
35620,5789.92
35621,6642.024
35622,9282.6875
35623,23106.623
35624,3607.978
35625,779.9295
35626,18242.252
35627,9407.461
35628,8024.965
35629,4989.1226
35630,4714.966
35631,4231.946
35632,3718.6914
35633,10646.007
35634,355.73633
35635,1276.5007
35636,13168.384
35637,10992.349
35638,1162.3268
35639,1139.8055
35640,10535.866
35641,6639.8784
35642,8277.256
35643,13757.055
35644,4089.2085
35645,3956.968
35646,9816.139
35647,8440.952
35648,1282.2473
35649,3080.2065
35650,2653.0078
35651,5377.773
35652,1709.8938
35653,1646.0397
35654,3782.0903
35655,9655.879
35656,7207.64
35657,1222.1724
35658,224.01967
35659,2931.5056
35660,6948.6074
35661,7925.8457
35662,6199.3193
35663,-29.49328
35664,6211.306
35665,16912.656
35666,2446.22
35667,160.11057
35668,7935.7427
35669,5351.9346
35670,5004.548
35671,5463.619
35672,34463.074
35673,2394.085
35674,1662.5271
35675,2606.4324
35676,5673.6304
35677,2913.116
35678,9296.201
35679,259.94
35680,2577.0632
35681,160.3742
35682,7461.993
35683,6324.0967
35684,2511.9617
35685,3308.0645
35686,12836.637
35687,4697.6133
35688,2757.2102
35689,10416.617
35690,5393.5215
35691,243.79276
35692,4541.0527
35693,2194.5781
35694,10851.857
35695,9159.366
35696,20846.791
35697,5916.4575
35698,26615.754
35699,2990.2998
35700,1904.0359
35701,3393.6592
35702,528.58795
35703,1506.9231
35704,4744.1416
35705,6194.63
35706,7796.5005
35707,5944.531
35708,947.1178
35709,2129.1614
35710,6695.077
35711,4820.829
35712,4586.8335
35713,4332.3027
35714,5502.74
35715,15219.143
35716,4597.17
35717,7197.673
35718,3922.7441
35719,5461.448
35720,1395.7992
35721,11466.596
35722,1086.2407
35723,4399.915
35724,7738.8193
35725,135.42458
35726,4892.449
35727,7125.2935
35728,5730.6187
35729,1464.614
35730,6145.001
35731,10798.623
35732,1081.4172
35733,8063.0522
35734,10750.346
35735,3707.3088
35736,3620.9814
35737,1306.3279
35738,1815.9204
35739,4288.0483
35740,7982.853
35741,17789.342
35742,6919.4277
35743,9851.103
35744,2875.8577
35745,751.52124
35746,5490.5293
35747,10649.104
35748,10646.168
35749,10727.269
35750,5471.194
35751,2254.5193
35752,3638.079
35753,644.9882
35754,11444.093
35755,3723.9763
35756,5882.037
35757,2454.1294
35758,2527.1865
35759,5793.9697
35760,4052.062
35761,8068.6465
35762,1982.6962
35763,2219.3284
35764,4636.0566
35765,16790.564
35766,585.365
35767,232.78426
35768,4197.4575
35769,6600.692
35770,2129.5576
35771,12832.633
35772,5263.308
35773,211.26535
35774,9686.339
35775,3389.1675
35776,16032.802
35777,11499.351
35778,2293.418
35779,1192.8707
35780,9619.006
35781,1778.495
35782,13650.623
35783,1130.9902
35784,5177.0137
35785,5601.411
35786,5805.4985
35787,1531.7515
35788,7706.8545
35789,1025.052
35790,10304.17
35791,7188.4414
35792,10277.64
35793,3976.477
35794,12374.867
35795,4462.3257
35796,2691.5774
35797,3090.5864
35798,7036.2227
35799,12384.716
35800,2580.339
35801,4290.817
35802,3013.8862
35803,117.25075
35804,6002.133
35805,3771.2878
35806,4814.1006
35807,5172.577
35808,3288.186
35809,2468.3623
35810,7453.7676
35811,8454.324
35812,848.2652
35813,2227.895
35814,12689.438
35815,2400.5635
35816,5045.5293
35817,4019.9573
35818,4694.6436
35819,1144.8878
35820,2823.091
35821,898.7207
35822,2656.2715
35823,3177.5354
35824,12534.148
35825,3761.0813
35826,3320.9268
35827,2430.503
35828,224.82565
35829,-215.4571
35830,577.831
35831,1533.3138
35832,3915.5151
35833,1661.9816
35834,2004.7725
35835,3139.6711
35836,11256.952
35837,7590.0615
35838,10224.366
35839,13516.008
35840,3469.3997
35841,7516.2783
35842,7265.181
35843,1653.279
35844,3395.7993
35845,25753.3
35846,6039.783
35847,3848.3452
35848,4893.0605
35849,500.61136
35850,31534.934
35851,12851.041
35852,4138.965
35853,11996.221
35854,7331.766
35855,3858.064
35856,4045.6406
35857,7920.776
35858,3174.309
35859,2652.7356
35860,5656.3506
35861,9964.101
35862,1894.4401
35863,372.08722
35864,177.47574
35865,5591.131
35866,1334.3413
35867,4718.941
35868,5430.096
35869,3968.6426
35870,151.3781
35871,5934.9
35872,1248.169
35873,5586.8984
35874,2367.3853
35875,6436.1714
35876,232.04247
35877,6194.6177
35878,1732.0165
35879,1222.1724
35880,6653.5044
35881,61.766857
35882,3772.0762
35883,11445.171
35884,15675.14
35885,3047.083
35886,398.29333
35887,4232.276
35888,14356.979
35889,9941.658
35890,6940.643
35891,225.9474
35892,6310.825
35893,12273.453
35894,16387.99
35895,4266.2134
35896,1184.2003
35897,12463.73
35898,5916.764
35899,9208.092
35900,13025.605
35901,17427.887
35902,10236.512
35903,1385.8826
35904,4653.836
35905,408.92993
35906,5304.052
35907,7606.009
35908,3533.7625
35909,650.4845
35910,2231.526
35911,5359.7495
35912,6484.98
35913,1985.797
35914,15277.596
35915,5041.8115
35916,6332.7393
35917,11931.59
35918,4846.5547
35919,1480.9407
35920,17160.701
35921,4439.79
35922,7849.2246
35923,8128.8774
35924,7943.676
35925,2508.9583
35926,3866.1125
35927,3204.0654
35928,6834.7925
35929,5551.2705
35930,5008.414
35931,2927.1428
35932,202.27176
35933,4198.811
35934,5156.0044
35935,2737.7607
35936,2032.3257
35937,5973.0195
35938,1838.2308
35939,5213.4272
35940,11415.04
35941,8442.9375
35942,6272.2285
35943,7223.4688
35944,1792.0099
35945,4358.5977
35946,4894.324
35947,6956.712
35948,9545.857
35949,6561.36
35950,3610.9646
35951,11839.41
35952,451.9737
35953,2994.4705
35954,6951.3975
35955,3655.686
35956,1999.5753
35957,1597.2822
35958,7115.9697
35959,3417.3618
35960,4357.437
35961,4592.095
35962,136.19229
35963,7192.8555
35964,1974.279
35965,5693.1475
35966,8158.4165
35967,3056.8608
35968,1266.3767
35969,186.21634
35970,14670.579
35971,2657.1553
35972,12556.973
35973,2211.858
35974,4932.9893
35975,5102.742
35976,6695.998
35977,113.691925
35978,7026.9033
35979,1458.6628
35980,3499.0393
35981,238.37909
35982,1759.3158
35983,6949.2344
35984,6966.725
35985,15850.632
35986,10584.503
35987,5520.959
35988,5746.5034
35989,2605.4287
35990,7387.9746
35991,8627.064
35992,14289.596
35993,2495.1213
35994,2897.9692
35995,1888.6128
35996,6718.6665
35997,213.10202
35998,1688.4595
35999,2750.8613
36000,158.14468
36001,4132.096
36002,4929.172
36003,3101.3801
36004,23060.67
36005,6379.166
36006,1235.5005
36007,15419.78
36008,6044.618
36009,3825.4888
36010,3266.9978
36011,132.65912
36012,224.82565
36013,2884.2979
36014,1243.5701
36015,3102.6277
36016,5029.1685
36017,3962.4446
36018,1479.2927
36019,4762.7256
36020,3650.023
36021,426.8395
36022,2914.7869
36023,3916.5205
36024,13691.893
36025,7379.9214
36026,32.458466
36027,6126.7607
36028,8896.977
36029,834.66675
36030,3979.5864
36031,367.17944
36032,4232.885
36033,771.06006
36034,3395.8047
36035,9877.0
36036,6065.5444
36037,2659.5754
36038,5214.358
36039,7123.872
36040,1083.5759
36041,4731.4146
36042,3423.7744
36043,3688.3818
36044,10387.309
36045,6833.413
36046,8771.058
36047,3510.966
36048,3176.3914
36049,1263.0149
36050,3785.524
36051,292.6181
36052,1483.1044
36053,5185.22
36054,4216.241
36055,8079.634
36056,2347.7166
36057,1554.7474
36058,10453.211
36059,13038.703
36060,5508.1304
36061,6785.3745
36062,222.38696
36063,238.37909
36064,3402.021
36065,148.05812
36066,3366.1296
36067,6354.381
36068,2445.1882
36069,10823.621
36070,4664.2188
36071,1350.1963
36072,3801.6646
36073,5251.511
36074,224.25919
36075,1578.5929
36076,5905.134
36077,11984.953
36078,6836.408
36079,4280.7495
36080,4456.59
36081,4767.1133
36082,6392.685
36083,2604.3027
36084,6777.032
36085,5140.5977
36086,7560.952
36087,3705.9316
36088,2698.6094
36089,2672.2563
36090,5195.782
36091,7091.3076
36092,169.53004
36093,7996.421
36094,1803.8604
36095,1904.3153
36096,1532.8914
36097,20070.598
36098,17623.4
36099,6420.224
36100,4643.9478
36101,7299.5083
36102,16994.23
36103,669.416
36104,4608.8667
36105,8567.009
36106,2472.4473
36107,5996.0713
36108,5497.8813
36109,14486.842
36110,1936.3707
36111,1458.6628
36112,3196.9912
36113,4382.6235
36114,3605.5237
36115,15645.396
36116,3192.462
36117,2866.235
36118,2455.392
36119,3802.3728
36120,8954.552
36121,3797.2705
36122,193.38918
36123,2531.9824
36124,1326.1932
36125,22152.873
36126,2729.9707
36127,18834.193
36128,13884.25
36129,898.7207
36130,3100.8477
36131,11165.875
36132,49.83653
36133,5975.5913
36134,775.25806
36135,399.37302
36136,7666.4766
36137,2807.3376
36138,118.4724
36139,4562.345
36140,239.14244
36141,217.9124
36142,5045.343
36143,5057.717
36144,344.6656
36145,2541.9434
36146,5886.3657
36147,4401.2705
36148,11494.249
36149,1243.5701
36150,6245.7817
36151,5578.2637
36152,2329.5317
36153,15720.029
36154,7355.29
36155,982.0611
36156,8006.6064
36157,4280.166
36158,3563.1343
36159,1013.06726
36160,443.31857
36161,4631.9204
36162,4862.03
36163,6023.417
36164,10343.332
36165,3293.0527
36166,743.31104
36167,13221.936
36168,7548.6787
36169,5766.4043
36170,2640.472
36171,4372.9204
36172,24639.988
36173,2465.9983
36174,407.1646
36175,2595.5112
36176,234.75693
36177,1955.2241
36178,2049.4512
36179,940.54407
36180,6158.409
36181,1655.8125
36182,4227.678
36183,2535.3735
36184,12534.493
36185,4011.7983
36186,1995.2675
36187,2484.3296
36188,51426.2
36189,12066.252
36190,5289.2324
36191,5565.8877
36192,2.83255
36193,13615.871
36194,4193.5015
36195,3802.0342
36196,14956.641
36197,9381.616
36198,3154.7847
36199,6855.124
36200,4941.784
36201,4205.284
36202,13616.909
36203,6163.116
36204,8404.156
36205,6361.507
36206,6265.5986
36207,6052.179
36208,831.1413
36209,2669.3904
36210,2808.78
36211,20789.9
36212,4960.478
36213,7813.777
36214,218.28714
36215,3393.4683
36216,2433.943
36217,7879.597
36218,1343.6002
36219,5931.5117
36220,3121.789
36221,4552.8496
36222,443.31857
36223,9694.63
36224,8961.666
36225,299.7972
36226,2307.2944
36227,6978.367
36228,13276.098
36229,7461.944
36230,7332.8867
36231,585.365
36232,3987.9858
36233,5164.419
36234,4692.223
36235,5994.427
36236,1198.551
36237,126.95745
36238,418.09705
36239,4470.681
36240,4145.6147
36241,7191.491
36242,12825.101
36243,5279.3574
36244,704.6095
36245,5416.214
36246,2396.2932
36247,7383.1895
36248,6495.93
36249,3105.498
36250,12890.518
36251,5433.5405
36252,4499.422
36253,11862.635
36254,3480.6113
36255,366.53482
36256,2472.1028
36257,11259.859
36258,4434.943
36259,12524.779
36260,3952.9038
36261,3320.7612
36262,2351.6443
36263,5805.743
36264,17965.957
36265,10699.185
36266,16631.031
36267,1395.2089
36268,6858.021
36269,12134.467
36270,9844.289
36271,10325.169
36272,7699.9565
36273,2575.1497
36274,5560.8823
36275,1256.054
36276,1047.3981
36277,5765.0127
36278,2718.9744
36279,9265.981
36280,4383.871
36281,3123.3325
36282,3641.3562
36283,4224.653
36284,262.61148
36285,3797.6943
36286,4711.0625
36287,1199.683
36288,467.22153
36289,6963.9463
36290,585.365
36291,21863.209
36292,1574.6967
36293,3911.2607
36294,2855.141
36295,5762.021
36296,11923.534
36297,21199.73
36298,3856.5608
36299,2591.502
36300,574.4411
36301,15791.008
36302,3402.187
36303,2417.9438
36304,2576.988
36305,5464.481
36306,5630.7017
36307,842.00793
36308,1960.0382
36309,7741.054
36310,9554.3
36311,164.35245
36312,6623.5127
36313,11257.07
36314,11815.732
36315,585.365
36316,3132.2217
36317,15398.43
36318,3027.4204
36319,9502.691
36320,267.10794
36321,4251.0605
36322,5456.3745
36323,2016.1827
36324,7131.849
36325,196.77032
36326,12765.742
36327,2807.7852
36328,1079.2489
36329,346.34546
36330,1789.1241
36331,10778.564
36332,1787.6213
36333,1470.4897
36334,4586.271
36335,11295.239
36336,7438.5215
36337,8751.066
36338,4524.1743
36339,6966.7563
36340,3430.4878
36341,312.63647
36342,4511.949
36343,4511.1787
36344,5242.729
36345,12540.653
36346,4202.4624
36347,4399.915
36348,3596.6824
36349,7939.023
36350,5392.714
36351,82.821045
36352,11817.004
36353,2530.5854
36354,5031.7827
36355,4496.1465
36356,5295.2495
36357,2998.403
36358,5226.3384
36359,4294.6187
36360,6547.7075
36361,4286.3735
36362,4973.1084
36363,4409.8247
36364,1440.3385
36365,4750.978
36366,2928.7544
36367,2650.1016
36368,7092.6675
36369,2397.844
36370,218.84595
36371,12419.764
36372,5787.0464
36373,1889.014
36374,1850.0012
36375,7656.9736
36376,18942.865
36377,842.00793
36378,3476.9658
36379,12249.221
36380,1392.5917
36381,11394.489
36382,1972.9165
36383,5951.9463
36384,3145.6345
36385,1662.5271
36386,2660.07
36387,11209.663
36388,3839.3525
36389,3354.343
36390,4076.3115
36391,359.51617
36392,971.64716
36393,13752.016
36394,215.85443
36395,3905.2102
36396,12576.017
36397,408.96478
36398,3429.8438
36399,12787.514
36400,1717.32
36401,12274.502
36402,14898.783
36403,2461.239
36404,2910.7583
36405,27838.799
36406,17844.957
36407,9207.01
36408,14716.903
36409,1528.4777
36410,5057.8643
36411,2468.5286
36412,2664.3096
36413,942.1567
36414,7278.0625
36415,823.67584
36416,2783.616
36417,9822.0
36418,2325.7483
36419,2852.3896
36420,2382.0288
36421,5650.9307
36422,9479.553
36423,4617.0713
36424,10223.069
36425,11451.457
36426,160.3742
36427,2480.9482
36428,4273.3164
36429,2569.3054
36430,2971.1067
36431,1792.0099
36432,640.4452
36433,1206.527
36434,9937.911
36435,13233.982
36436,5061.5894
36437,2887.1968
36438,8297.403
36439,12699.732
36440,1575.9772
36441,6949.9033
36442,1264.862
36443,5903.851
36444,4693.358
36445,4386.7134
36446,5011.4277
36447,2242.853
36448,3833.9902
36449,15666.165
36450,282.2508
36451,2018.5251
36452,5044.7153
36453,1251.3691
36454,16345.25
36455,9039.193
36456,11049.707
36457,8764.018
36458,119.01688
36459,1637.6202
36460,2216.6519
36461,204.67299
36462,121.98728
36463,2131.1655
36464,8351.856
36465,6087.641
36466,2497.5322
36467,7275.177
36468,1993.1218
36469,270.83832
36470,9242.76
36471,4898.36
36472,4252.8784
36473,7909.991
36474,11539.186
36475,10119.478
36476,9739.917
36477,8195.525
36478,6647.949
36479,3235.3352
36480,10753.936
36481,186.21634
36482,262.61148
36483,2555.6418
36484,150.11847
36485,7744.8
36486,247.53326
36487,1461.6298
36488,1059.3416
36489,19474.984
36490,10388.657
36491,7238.747
36492,1479.4858
36493,15462.693
36494,743.31104
36495,5574.2285
36496,2635.3147
36497,5439.886
36498,467.22153
36499,8307.391
36500,2387.2656
36501,6876.1367
36502,613.8643
36503,5278.838
36504,3763.0479
36505,2859.9106
36506,2242.4128
36507,5994.5576
36508,154.18878
36509,467.22153
36510,8042.768
36511,5171.9253
36512,5820.0444
36513,1362.5919
36514,11050.893
36515,224.82565
36516,1035.0347
36517,1578.6943
36518,6277.277
36519,3577.5408
36520,1947.2417
36521,9975.247
36522,6657.3506
36523,5247.8506
36524,5833.962
36525,9395.483
36526,3550.339
36527,151.3781
36528,5458.739
36529,7250.167
36530,6093.757
36531,4745.407
36532,1279.8215
36533,5435.722
36534,5042.3853
36535,6739.8975
36536,3705.9316
36537,25822.416
36538,158.14468
36539,12512.189
36540,6029.491
36541,1998.3334
36542,2587.2444
36543,6189.792
36544,2449.3452
36545,3771.2878
36546,7253.9414
36547,10798.623
36548,3037.3406
36549,11773.727
36550,3727.892
36551,4066.1282
36552,126.95745
36553,4982.2104
36554,6848.9385
36555,9922.743
36556,4530.6333
36557,234.75693
36558,8529.232
36559,3776.1604
36560,4195.86
36561,5693.9683
36562,4856.2285
36563,9225.958
36564,5356.458
36565,3124.8447
36566,22754.588
36567,4604.862
36568,222.38347
36569,4765.799
36570,7523.0977
36571,5690.7295
36572,13507.433
36573,7688.4673
36574,7691.9834
36575,7221.9263
36576,1371.813
36577,3095.9905
36578,18804.004
36579,6653.5044
36580,6896.165
36581,2453.9
36582,6092.8135
36583,3616.6042
36584,3503.8716
36585,7200.0234
36586,10262.561
36587,5364.6914
36588,2752.2527
36589,11057.243
36590,3367.1074
36591,7935.135
36592,4270.2427
36593,2717.4326
36594,1148.3317
36595,14162.911
36596,7201.1206
36597,16349.54
36598,5181.7676
36599,1787.123
36600,2639.6592
36601,883.6144
36602,2317.1155
36603,13333.334
36604,908.98035
36605,357.56192
36606,7965.2266
36607,5883.3564
36608,646.9423
36609,5203.6265
36610,6003.9033
36611,6545.7134
36612,4726.211
36613,2140.2373
36614,6130.8047
36615,3849.8638
36616,3032.0586
36617,15483.879
36618,121.98728
36619,2708.1724
36620,4971.725
36621,3123.3325
36622,5353.037
36623,9379.57
36624,19113.875
36625,10571.168
36626,13268.51
36627,180.96475
36628,848.2652
36629,2605.5632
36630,150.11847
36631,5294.894
36632,10946.999
36633,9275.007
36634,8089.2896
36635,2512.219
36636,8880.054
36637,11259.859
36638,398.29333
36639,12524.924
36640,4660.5723
36641,3554.6738
36642,2497.5322
36643,10554.845
36644,3818.3928
36645,218.28714
36646,5541.18
36647,3178.931
36648,90.60867
36649,2948.7544
36650,6882.828
36651,7240.837
36652,7938.9087
36653,6391.118
36654,5432.6426
